Year,PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout
2014,Akola,6,GEN,Maharashtra,Dhotre Sanjay Shamrao,Bharatiya Janta Party,1646463,978491,0.594
2014,Alappuzha,15,GEN,Kerala,K C Venugopal,Indian National Congress,1271324,997464,0.785
2014,Alathur,9,SC,Kerala,P.K.Biju,Communist Party Of India MARXIST,1216351,927228,0.762
2014,Aligarh,15,GEN,Uttar Pradesh [2000 Onwards],Satish Kumar,Bharatiya Janta Party,1793126,1064357,0.594
2014,Alipurduars,2,ST,West Bengal,Dasrath Tirkey,All India Trinamool Congress,1470911,1223566,0.832
2014,Allahabad,52,GEN,Uttar Pradesh [2000 Onwards],Shyama Charan Gupta,Bharatiya Janta Party,1666569,891582,0.535
2014,Almora,3,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1254328,656525,0.523
2014,Alwar,8,GEN,Rajasthan,Chand Nath,Bharatiya Janta Party,1628067,1062305,0.653
2014,Amalapuram,24,SC,Andhra Pradesh [2014 Onwards],Dr Pandula Ravindra Babu,Telugu Desam,1357866,1120927,0.826
2014,Ambala,1,SC,Haryana,Rattan Lal Kataria,Bharatiya Janta Party,1692227,1218995,0.72
2014,Ambedkar Nagar,55,GEN,Uttar Pradesh [2000 Onwards],Hari Om Pandey,Bharatiya Janta Party,1718774,1034404,0.602
2014,Amethi,37,GEN,Uttar Pradesh [2000 Onwards],Rahul Gandhi,Indian National Congress,1669843,874625,0.524
2014,Amravati,7,SC,Maharashtra,Adsul Anandrao Vithoba,Shiv Sena,1611365,1004061,0.623
2014,Amreli,14,GEN,Gujarat,Kachhadiya Naranbhai Bhikhabhai,Bharatiya Janta Party,1486286,808816,0.544
2014,Amritsar,2,GEN,Punjab,Captain Amarinder Singh,Indian National Congress,1477262,1007196,0.682
2014,Amroha,9,GEN,Uttar Pradesh [2000 Onwards],Kanwar Singh Tanwar,Bharatiya Janta Party,1544242,1095860,0.71
2014,Anakapalli,22,GEN,Andhra Pradesh [2014 Onwards],Muttamsetti Srinivasa Rao AVANTHI,Telugu Desam,1401474,1148072,0.819
2014,Anand,16,GEN,Gujarat,Dilip Patel,Bharatiya Janta Party,1496859,970894,0.649
2014,Anandpur Sahib,6,GEN,Punjab,Prem Singh Chandumajra,Shiromani Akali Dal,1564721,1086563,0.694
2014,Anantapur,36,GEN,Andhra Pradesh [2014 Onwards],J.C. Divakar Reddi,Telugu Desam,1536912,1205054,0.784
2014,Anantnag,3,GEN,Jammu & Kashmir,Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party,1301023,375279,0.288
2014,Andaman And Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Bishnu Pada Ray,Bharatiya Janta Party,269360,190328,0.707
2014,Aonla,24,GEN,Uttar Pradesh [2000 Onwards],Dharmendra Kumar,Bharatiya Janta Party,1653577,995641,0.602
2014,Arakkonam,7,GEN,Tamil Nadu,Hari G.,All India Anna Dravida Munnetra Kazhagam,1401545,1089052,0.777
2014,Arambagh,29,SC,West Bengal,Aparupa Poddar AFRIN ALI,All India Trinamool Congress,1600293,1361934,0.851
2014,Arani,12,GEN,Tamil Nadu,V.Elumalai,All India Anna Dravida Munnetra Kazhagam,1369668,1096046,0.8
2014,Araria,9,GEN,Bihar [2000 Onwards],Tasleem Uddin,Rashtriya Janata Dal,1587348,975811,0.615
2014,Arrah,32,GEN,Bihar [2000 Onwards],Raj Kumar Singh,Bharatiya Janta Party,1832332,893213,0.488
2014,Aruku,18,ST,Andhra Pradesh [2014 Onwards],Kothapalli Geetha,Yuvajana Sramika Rythu Congress Party,1272724,909614,0.715
2014,Arunachal East,2,GEN,Arunachal Pradesh,Ninong Ering,Indian National Congress,312872,261291,0.835
2014,Arunachal West,1,GEN,Arunachal Pradesh,Kiren Rijiju,Bharatiya Janta Party,446515,335665,0.752
2014,Asansol,40,GEN,West Bengal,Babul Supriya Baral BABUL SUPRIYO,Bharatiya Janta Party,1469684,1142395,0.777
2014,Aska,19,GEN,Orissa,Ladu Kishore Swain,Biju Janata Dal,1408780,896281,0.636
2014,Attingal,19,GEN,Kerala,Dr.A .Sampath,Communist Party Of India MARXIST,1251398,859350,0.687
2014,Aurangabad,19,GEN,Maharashtra,Chandrakant Bhaurao Khaire,Shiv Sena,1589393,982933,0.618
2014,Aurangabad,37,GEN,Bihar [2000 Onwards],Sushil Kumar Singh,Bharatiya Janta Party,1536153,786274,0.512
2014,Autonomous District,3,ST,Assam,Biren Singh Engti,Indian National Congress,701890,543280,0.774
2014,Azamgarh,69,GEN,Uttar Pradesh [2000 Onwards],Mulayam Singh Yadav,Samajwadi Party,1703222,960218,0.564
2014,Badaun,23,GEN,Uttar Pradesh [2000 Onwards],Dharmendra Yadav,Samajwadi Party,1769145,1027594,0.581
2014,Bagalkot,3,GEN,Karnataka,Gaddigoudar Parvtagouda Chandanagouda,Bharatiya Janta Party,1568620,1079310,0.688
2014,Baghpat,11,GEN,Uttar Pradesh [2000 Onwards],Dr. Satya Pal Singh,Bharatiya Janta Party,1505175,1004263,0.667
2014,Baharampur,10,GEN,West Bengal,Adhir Ranjan Chowdhury,Indian National Congress,1453783,1154587,0.794
2014,Bahraich,56,SC,Uttar Pradesh [2000 Onwards],Sadhvi Savitri Bai Foole,Bharatiya Janta Party,1638645,934263,0.57
2014,Balaghat,15,GEN,Madhya Pradesh [2000 Onwards],Bodhsingh Bhagat,Bharatiya Janta Party,1629769,1113364,0.683
2014,Balasore,6,GEN,Orissa,Rabindra Kumar Jena,Biju Janata Dal,1366218,1049450,0.768
2014,Ballia,72,GEN,Uttar Pradesh [2000 Onwards],Bharat Singh,Bharatiya Janta Party,1768271,942211,0.533
2014,Balurghat,6,GEN,West Bengal,Arpita Ghosh,All India Trinamool Congress,1254497,1063053,0.847
2014,Banaskantha,2,GEN,Gujarat,Chaudhary Haribhai Parthibhai,Bharatiya Janta Party,1515711,886634,0.585
2014,Banda,48,GEN,Uttar Pradesh [2000 Onwards],Bhairon Prasad Mishra,Bharatiya Janta Party,1601917,858326,0.536
2014,Bangalore Central,25,GEN,Karnataka,P.C. Mohan,Bharatiya Janta Party,1931663,1074589,0.556
2014,Bangalore North,24,GEN,Karnataka,D.V Sadananda Gowda,Bharatiya Janta Party,2401472,1356718,0.565
2014,Bangalore Rural,23,GEN,Karnataka,D K Suresh,Indian National Congress,2190397,1455244,0.664
2014,Bangalore South,26,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,1999882,1113726,0.557
2014,Bangaon,14,SC,West Bengal,Kapil Krishna Thakur,All India Trinamool Congress,1540713,1283688,0.833
2014,Banka,27,GEN,Bihar [2000 Onwards],Jai Prakash Narayan Yadav,Rashtriya Janata Dal,1549456,899353,0.58
2014,Bankura,36,GEN,West Bengal,Sreemati Dev Varma MOON MOON SEN,All India Trinamool Congress,1503812,1236319,0.822
2014,Bansgaon,67,SC,Uttar Pradesh [2000 Onwards],Kamlesh Paswan,Bharatiya Janta Party,1760110,877877,0.499
2014,Banswara,20,ST,Rajasthan,Manshankar Ninama,Bharatiya Janta Party,1692502,1171188,0.692
2014,Bapatla,32,SC,Andhra Pradesh [2014 Onwards],Malyadri Sriram,Telugu Desam,1392965,1184634,0.85
2014,Bara Banki,53,SC,Uttar Pradesh [2000 Onwards],Priyanka Singh Rawat,Bharatiya Janta Party,1721282,1068168,0.621
2014,Baramati,35,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party,1813543,1066556,0.588
2014,Baramulla,1,GEN,Jammu & Kashmir,Muzaffar Hussain Baig,Jammu & Kashmir Peoples Democratic Party,1190745,465992,0.391
2014,Barasat,17,GEN,West Bengal,Dr. Kakali Ghoshdostidar,All India Trinamool Congress,1512792,1269331,0.839
2014,Bardhaman Purba,38,SC,West Bengal,Sunil Kumar Mondal,All India Trinamool Congress,1532244,1320922,0.862
2014,Bardoli,23,ST,Gujarat,Vasava Parbhubhai Nagarbhai,Bharatiya Janta Party,1614106,1206179,0.747
2014,Bareilly,25,GEN,Uttar Pradesh [2000 Onwards],Santosh Kumar Gangwar,Bharatiya Janta Party,1664081,1017891,0.612
2014,Bargarh,1,GEN,Orissa,Prabhas Kumar Singh,Biju Janata Dal,1430717,1123301,0.785
2014,Barmer,17,GEN,Rajasthan,Col. Sona Ram,Bharatiya Janta Party,1677582,1219119,0.727
2014,Barpeta,6,GEN,Assam,Siraj Uddin Ajmal,All India United Democratic Front,1430175,1205863,0.843
2014,Barrackpore,15,GEN,West Bengal,Dinesh Trivedi,All India Trinamool Congress,1287222,1051130,0.817
2014,Basirhat,18,GEN,West Bengal,Idris Ali,All India Trinamool Congress,1490596,1273771,0.855
2014,Bastar,10,ST,Chhattisgarh,Dinesh Kashyap,Bharatiya Janta Party,1298059,769913,0.593
2014,Basti,61,GEN,Uttar Pradesh [2000 Onwards],Harish Chandra Alias Harish Dwivedi,Bharatiya Janta Party,1847613,1048534,0.568
2014,Beed,39,GEN,Maharashtra,Munde Gopinathrao Pandurang,Bharatiya Janta Party,1792650,1232202,0.687
2014,Begusarai,24,GEN,Bihar [2000 Onwards],Bhola Singh,Bharatiya Janta Party,1778759,1077855,0.606
2014,Belgaum,2,GEN,Karnataka,Angadi Suresh Channabasappa,Bharatiya Janta Party,1581017,1078547,0.682
2014,Bellary,9,ST,Karnataka,B. Sreeramulu,Bharatiya Janta Party,1487945,1045772,0.703
2014,Berhampur,20,GEN,Orissa,Sidhant Mohapatra,Biju Janata Dal,1334268,905362,0.679
2014,Betul,29,ST,Madhya Pradesh [2000 Onwards],Jyoti Dhurve,Bharatiya Janta Party,1607822,1047719,0.652
2014,Bhadohi,78,GEN,Uttar Pradesh [2000 Onwards],Virendra Singh,Bharatiya Janta Party,1834598,981552,0.535
2014,Bhadrak,7,SC,Orissa,Arjun Charan Sethi,Biju Janata Dal,1469498,1081339,0.736
2014,Bhagalpur,26,GEN,Bihar [2000 Onwards],Shailesh Kumar Urph Bulo Mandal,Rashtriya Janata Dal,1685339,974016,0.578
2014,Bhandara - Gondiya,11,GEN,Maharashtra,Nanabhau Falgunrao Patole,Bharatiya Janta Party,1656284,1197196,0.723
2014,Bharatpur,9,SC,Rajasthan,Bahadur Singh,Bharatiya Janta Party,1686897,962432,0.571
2014,Bharuch,22,GEN,Gujarat,Vasava Mansukhbhai Dhanjibhai,Bharatiya Janta Party,1417548,1060211,0.748
2014,Bhatinda,11,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1525289,1176767,0.772
2014,Bhavnagar,15,GEN,Gujarat,Dr. Bharatiben Dhirubhai Shiyal,Bharatiya Janta Party,1594531,917402,0.575
2014,Bhilwara,23,GEN,Rajasthan,Subhash Baheria,Bharatiya Janta Party,1754877,1104090,0.629
2014,Bhind,2,SC,Madhya Pradesh [2000 Onwards],Dr. Bhagirath Prasad,Bharatiya Janta Party,1598169,729084,0.456
2014,Bhiwandi,23,GEN,Maharashtra,Kapil Moreshwar Patil,Bharatiya Janta Party,1696589,875605,0.516
2014,Bhiwani-Mahendragarh,8,GEN,Haryana,Dharambir S/o Bhale Ram,Bharatiya Janta Party,1473912,1030431,0.699
2014,Bhongir,14,GEN,Telangana,Dr. Boora Narsaiah Goud,Telangana Rashtra Samithi,1492251,1211943,0.812
2014,Bhopal,19,GEN,Madhya Pradesh [2000 Onwards],Alok Sanjar,Bharatiya Janta Party,1956936,1130182,0.578
2014,Bhubaneswar,18,GEN,Orissa,Prasanna Kumar Patasani,Biju Janata Dal,1527768,891822,0.584
2014,Bidar,7,GEN,Karnataka,Bhagwanth Khuba,Bharatiya Janta Party,1600962,959384,0.599
2014,Bijapur,4,SC,Karnataka,Ramesh Jigajinagi,Bharatiya Janta Party,1622635,966757,0.596
2014,Bijnor,4,GEN,Uttar Pradesh [2000 Onwards],Kunwar Bhartendra,Bharatiya Janta Party,1562065,1060346,0.679
2014,Bikaner,2,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,1591068,929751,0.584
2014,Bilaspur,5,GEN,Chhattisgarh,Lakhan Lal Sahu,Bharatiya Janta Party,1727325,1090457,0.631
2014,Birbhum,42,GEN,West Bengal,Satabdi Roy,All India Trinamool Congress,1495108,1275819,0.853
2014,Bishnupur,37,SC,West Bengal,Khan Saumitra,All India Trinamool Congress,1466921,1272070,0.867
2014,Bolangir,10,GEN,Orissa,Kalikesh Narayan Singh Deo,Biju Janata Dal,1563025,1170405,0.749
2014,Bolpur,41,SC,West Bengal,Anupam Hazra,All India Trinamool Congress,1538429,1304756,0.848
2014,Bulandshahr,14,SC,Uttar Pradesh [2000 Onwards],Bhola Singh,Bharatiya Janta Party,1736447,1009710,0.582
2014,Buldhana,5,GEN,Maharashtra,Jadhav Prataprao Ganpatrao,Shiv Sena,1596234,978626,0.613
2014,Burdwan - Durgapur,39,GEN,West Bengal,Dr. Mamtaz Sanghamita,All India Trinamool Congress,1583498,1331242,0.841
2014,Buxar,33,GEN,Bihar [2000 Onwards],Ashwini Kumar Choubey,Bharatiya Janta Party,1640567,888204,0.541
2014,Chalakudy,11,GEN,Kerala,Innocent,Independent,1150491,884033,0.768
2014,Chamarajanagar,22,SC,Karnataka,R. Dhruvanarayana,Indian National Congress,1555779,1133029,0.728
2014,Chandauli,76,GEN,Uttar Pradesh [2000 Onwards],Dr Mahendra Nath Pandey,Bharatiya Janta Party,1669140,980572,0.588
2014,Chandigarh,1,GEN,Chandigarh,Kher Kirron Anupam,Bharatiya Janta Party,615214,453455,0.737
2014,Chandni Chowk,1,GEN,Delhi [1977 Onwards],Dr. Harsh Vardhan,Bharatiya Janta Party,1447228,981863,0.678
2014,Chandrapur,13,GEN,Maharashtra,Ahir Hansraj Gangaram,Bharatiya Janta Party,1753690,1109743,0.633
2014,Chatra,4,GEN,Jharkhand,Sunil Kumar Singh,Bharatiya Janta Party,1312545,712971,0.543
2014,Chelvella,10,GEN,Telangana,Konda Vishweshwar Reddy,Telangana Rashtra Samithi,2185179,1315862,0.602
2014,Chennai Central,4,GEN,Tamil Nadu,S.R. Vijayakumar,All India Anna Dravida Munnetra Kazhagam,1328027,814894,0.614
2014,Chennai North,2,GEN,Tamil Nadu,Venkatesh Babu .T.G,All India Anna Dravida Munnetra Kazhagam,1422386,910114,0.64
2014,Chennai South,3,GEN,Tamil Nadu,Dr. J. Jayavardhan,All India Anna Dravida Munnetra Kazhagam,1795780,1081163,0.602
2014,Chhindwara,16,GEN,Madhya Pradesh [2000 Onwards],Kamal Nath,Indian National Congress,1401277,1107498,0.79
2014,Chhota Udaipur,21,ST,Gujarat,Ramsinh Rathwa,Bharatiya Janta Party,1536305,1100542,0.716
2014,Chidambaram,27,SC,Tamil Nadu,Chandrakasi M,All India Anna Dravida Munnetra Kazhagam,1366189,1088423,0.797
2014,Chikballapur,27,GEN,Karnataka,M Veerappa Moily,Indian National Congress,1658342,1263274,0.762
2014,Chikkodi,1,GEN,Karnataka,Prakash Babanna Hukkeri,Indian National Congress,1442296,1071103,0.743
2014,Chitradurga,18,SC,Karnataka,B.N.Chandrappa,Indian National Congress,1661272,1096499,0.66
2014,Chittoor,42,SC,Andhra Pradesh [2014 Onwards],Naramalli Sivaprasad,Telugu Desam,1452141,1198915,0.826
2014,Chittorgarh,21,GEN,Rajasthan,Chandra Prakash Joshi,Bharatiya Janta Party,1818147,1172629,0.645
2014,Churu,3,GEN,Rajasthan,Rahul Kaswan,Bharatiya Janta Party,1753825,1131104,0.645
2014,Coimbatore,20,GEN,Tamil Nadu,Nagarajan P.,All India Anna Dravida Munnetra Kazhagam,1720211,1176620,0.684
2014,Cooch Behar,1,SC,West Bengal,Renuka Sinha,All India Trinamool Congress,1613417,1332409,0.826
2014,Cuddalore,26,GEN,Tamil Nadu,Arunmozhithevan.A,All India Anna Dravida Munnetra Kazhagam,1247908,984538,0.789
2014,Cuttack,14,GEN,Orissa,Bhartruhari Mahatab,Biju Janata Dal,1371617,978604,0.714
2014,Dadra And Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Patel Natubhai Gomanbhai,Bharatiya Janta Party,196617,165286,0.841
2014,Dahod,19,ST,Gujarat,Jasvantsinh Sumanbhai Bhabhor,Bharatiya Janta Party,1411765,900381,0.638
2014,Dakshina Kannada,17,GEN,Karnataka,Nalin Kumar Kateel,Bharatiya Janta Party,1565281,1207474,0.771
2014,Daman And Diu,1,GEN,Daman & Diu,Patel Lalubhai Babubhai,Bharatiya Janta Party,111827,87233,0.78
2014,Damoh,7,GEN,Madhya Pradesh [2000 Onwards],Prahalad Singh Patel,Bharatiya Janta Party,1651106,912080,0.552
2014,Darbhanga,14,GEN,Bihar [2000 Onwards],Kirti Azad,Bharatiya Janta Party,1495446,828342,0.554
2014,Darjeeling,4,GEN,West Bengal,S.S.Ahluwalia,Bharatiya Janta Party,1437126,1142009,0.795
2014,Dausa,11,ST,Rajasthan,Harish Chandra Meena,Bharatiya Janta Party,1524095,930492,0.611
2014,Davanagere,13,GEN,Karnataka,G M Siddeshwara,Bharatiya Janta Party,1522712,1114868,0.732
2014,Deoria,66,GEN,Uttar Pradesh [2000 Onwards],Kalraj Mishra,Bharatiya Janta Party,1806926,971557,0.538
2014,Dewas,21,SC,Madhya Pradesh [2000 Onwards],Manohar Untwal,Bharatiya Janta Party,1617215,1143968,0.707
2014,Dhanbad,7,GEN,Jharkhand,Pashupati Nath Singh,Bharatiya Janta Party,1889994,1143902,0.605
2014,Dhar,25,ST,Madhya Pradesh [2000 Onwards],Savitri Thakur,Bharatiya Janta Party,1668441,1076816,0.645
2014,Dharmapuri,10,GEN,Tamil Nadu,Anbumani Ramadoss,Pattali Makkal Katchi,1358273,1101345,0.811
2014,Dharwad,11,GEN,Karnataka,Pralhad Joshi,Bharatiya Janta Party,1579024,1041226,0.659
2014,Dhaurahra,29,GEN,Uttar Pradesh [2000 Onwards],Rekha,Bharatiya Janta Party,1558039,1060271,0.681
2014,Dhenkanal,9,GEN,Orissa,Tathagata Satpathy,Biju Janata Dal,1363467,1042101,0.764
2014,Dhubri,4,GEN,Assam,Badruddin Ajmal,All India United Democratic Front,1552554,1369624,0.882
2014,Dhule,2,GEN,Maharashtra,Dr. Bhamre Subhash Ramrao,Bharatiya Janta Party,1674469,983083,0.587
2014,Diamond Harbour,21,GEN,West Bengal,Abhishek Banerjee,All India Trinamool Congress,1555914,1261296,0.811
2014,Dibrugarh,13,GEN,Assam,Rameswar Teli,Bharatiya Janta Party,1124305,890968,0.793
2014,Dindigul,22,GEN,Tamil Nadu,Udhaya Kumar .M,All India Anna Dravida Munnetra Kazhagam,1400531,1083364,0.774
2014,Dindori,20,ST,Maharashtra,Chavan Harishchandra Deoram,Bharatiya Janta Party,1530139,970182,0.634
2014,Domariyaganj,60,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Bharatiya Janta Party,1761415,935027,0.531
2014,Dum Dum,16,GEN,West Bengal,Saugata Roy,All India Trinamool Congress,1405981,1132644,0.806
2014,Dumka,2,ST,Jharkhand,Shibu Soren,Jharkhand Mukti Morcha,1247155,903060,0.724
2014,Durg,7,GEN,Chhattisgarh,Tamradhwaj Sahu,Indian National Congress,1855781,1258342,0.678
2014,East Delhi,3,GEN,Delhi [1977 Onwards],Maheish Girri,Bharatiya Janta Party,1829578,1196336,0.654
2014,Eluru,27,GEN,Andhra Pradesh [2014 Onwards],Maganti Venkateswara Rao BABU,Telugu Desam,1427760,1201696,0.842
2014,Ernakulam,12,GEN,Kerala,Prof. K.V. Thomas,Indian National Congress,1156467,850834,0.736
2014,Erode,17,GEN,Tamil Nadu,Selvakumara Chinnayan S,All India Anna Dravida Munnetra Kazhagam,1321395,1008582,0.763
2014,Etah,22,GEN,Uttar Pradesh [2000 Onwards],Rajveer Singh RAJU BHAIYA,Bharatiya Janta Party,1577457,926281,0.587
2014,Etawah,41,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Doharey,Bharatiya Janta Party,1707237,939604,0.55
2014,Faizabad,54,GEN,Uttar Pradesh [2000 Onwards],Lallu Singh,Bharatiya Janta Party,1738701,1022716,0.588
2014,Faridabad,10,GEN,Haryana,Krishan Pal,Bharatiya Janta Party,1740352,1130726,0.65
2014,Faridkot,9,SC,Punjab,Prof. Sadhu Singh,Aam Aadmi Party,1455075,1032107,0.709
2014,Farrukhabad,40,GEN,Uttar Pradesh [2000 Onwards],Mukesh Rajput,Bharatiya Janta Party,1613781,970677,0.602
2014,Fatehgarh Sahib,8,SC,Punjab,Harinder Singh Khalsa,Aam Aadmi Party,1396957,1030954,0.738
2014,Fatehpur,49,GEN,Uttar Pradesh [2000 Onwards],Niranjan Jyoti,Bharatiya Janta Party,1804777,1056688,0.586
2014,Fatehpur Sikri,19,GEN,Uttar Pradesh [2000 Onwards],Babulal,Bharatiya Janta Party,1580582,967968,0.612
2014,Ferozpur,10,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1522111,1105412,0.726
2014,Firozabad,20,GEN,Uttar Pradesh [2000 Onwards],Akshay Yadav,Samajwadi Party,1636738,1104606,0.675
2014,Gadchiroli-Chimur,12,ST,Maharashtra,Ashok Mahadeorao Nete,Bharatiya Janta Party,1469767,1027129,0.699
2014,Gandhinagar,6,GEN,Gujarat,L.K.Advani,Bharatiya Janta Party,1733972,1135495,0.655
2014,Ganganagar,1,SC,Rajasthan,Nihalchand,Bharatiya Janta Party,1718421,1256806,0.731
2014,Garhwal,2,GEN,Uttarakhand,MAJ GEN RETD.  BHUWAN CHANDRA KHANDURI AVSM,Bharatiya Janta Party,1269083,682024,0.537
2014,Gauhati,7,GEN,Assam,Bijoya Chakravarty,Bharatiya Janta Party,1922270,1511729,0.786
2014,Gautam Buddh Nagar,13,GEN,Uttar Pradesh [2000 Onwards],Dr.Mahesh Sharma,Bharatiya Janta Party,1986117,1199238,0.604
2014,Gaya,38,SC,Bihar [2000 Onwards],Hari Manjhi,Bharatiya Janta Party,1500751,809378,0.539
2014,Ghatal,32,GEN,West Bengal,Adhikari Deepak DEV,All India Trinamool Congress,1610489,1366709,0.849
2014,Ghaziabad,12,GEN,Uttar Pradesh [2000 Onwards],Vijay Kumar Singh,Bharatiya Janta Party,2357546,1342320,0.569
2014,Ghazipur,75,GEN,Uttar Pradesh [2000 Onwards],Manoj Sinha,Bharatiya Janta Party,1801519,986673,0.548
2014,Ghosi,70,GEN,Uttar Pradesh [2000 Onwards],Harinarayan Rajbhar,Bharatiya Janta Party,1891113,1039656,0.55
2014,Giridih,6,GEN,Jharkhand,Ravindra Kumar Pandey,Bharatiya Janta Party,1515137,969997,0.64
2014,Godda,3,GEN,Jharkhand,Nishikant Dubey,Bharatiya Janta Party,1590628,1049442,0.66
2014,Gonda,59,GEN,Uttar Pradesh [2000 Onwards],Kirti Vardhan Singh,Bharatiya Janta Party,1710827,873732,0.511
2014,Gopalganj,17,SC,Bihar [2000 Onwards],Janak Ram,Bharatiya Janta Party,1652767,903583,0.547
2014,Gorakhpur,64,GEN,Uttar Pradesh [2000 Onwards],Adityanath,Bharatiya Janta Party,1904498,1040199,0.546
2014,Gulbarga,5,SC,Karnataka,Mallikarjun Kharge,Indian National Congress,1721990,997638,0.579
2014,Guna,4,GEN,Madhya Pradesh [2000 Onwards],Jyotiraditya M Scindia,Indian National Congress,1605619,976629,0.608
2014,Guntur,30,GEN,Andhra Pradesh [2014 Onwards],Jayadev Galla,Telugu Desam,1572016,1244926,0.792
2014,Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,1500337,1042699,0.695
2014,Gurgaon,9,GEN,Haryana,Inderjit Singh Rao,Bharatiya Janta Party,1845623,1320619,0.716
2014,Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Narendra Singh Tomar,Bharatiya Janta Party,1877003,990912,0.528
2014,Hajipur,21,SC,Bihar [2000 Onwards],Ramvilas Paswan,Lok Jan Shakti Party,1649547,904753,0.549
2014,Hamirpur,3,GEN,Himachal Pradesh,Anurag Singh Thakur,Bharatiya Janta Party,1247699,835205,0.669
2014,Hamirpur,47,GEN,Uttar Pradesh [2000 Onwards],Kunwar Pushpendra Singh Chandel,Bharatiya Janta Party,1737993,975240,0.561
2014,Hardoi,31,SC,Uttar Pradesh [2000 Onwards],Anshul Verma,Bharatiya Janta Party,1714387,972894,0.568
2014,Hardwar,5,GEN,Uttarakhand,Ramesh Pokhriyal Nishank,Bharatiya Janta Party,1642873,1175692,0.716
2014,Hassan,16,GEN,Karnataka,H.D. Devegowda,Janata Dal Secular,1561336,1147172,0.735
2014,Hathras,16,SC,Uttar Pradesh [2000 Onwards],Rajesh Kumar Diwaker,Bharatiya Janta Party,1758927,1049273,0.597
2014,Hatkanangle,48,GEN,Maharashtra,Raju Shetty,Swabhimani Paksha,1630598,1188871,0.729
2014,Haveri,10,GEN,Karnataka,Udasi Shivakumar Channabasappa,Bharatiya Janta Party,1558749,1115968,0.716
2014,Hazaribagh,14,GEN,Jharkhand,Jayant Sinha,Bharatiya Janta Party,1518831,967152,0.637
2014,Hindupur,37,GEN,Andhra Pradesh [2014 Onwards],Kristappa Nimmala,Telugu Desam,1446503,1177257,0.814
2014,Hingoli,15,GEN,Maharashtra,Rajeev Shankarrao Satav,Indian National Congress,1586194,1051164,0.663
2014,Hisar,4,GEN,Haryana,Dushyant Chautala,Indian National Lok Dal,1517606,1155914,0.762
